workclass,education,marital-status,occupation,relationship,race,gender,native-country,income
 Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male, United-States, >50K
 ?, Some-college, Never-married, ?, Own-child, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Sales, Unmarried, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, Unmarried, Black, Male, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private, 10th, Never-married, Craft-repair, Unmarried, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female, United-States, <=50K
 Private, 11th, Never-married, Other-service, Other-relative, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male, United-States, <=50K
 Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
 State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 ?, Bachelors, Never-married, ?, Own-child, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 ?, Bachelors, Married-civ-spouse, ?, Wife, White, Female, United-States, >50K
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Machine-op-inspct, Own-child, Black, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Separated, Sales, Not-in-family, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, Mexico, <=50K
 ?, HS-grad, Never-married, ?, Other-relative, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Private, 11th, Never-married, Adm-clerical, Own-child, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
 Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, Canada, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
 State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female, United-States, <=50K
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Other, Male, United-States, <=50K
 Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
 Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female, Thailand, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 ?, Some-college, Never-married, ?, Own-child, White, Male, United-States, <=50K
 Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
 Local-gov, 12th, Married-civ-spouse, Other-service, Husband, White, Male, United-States, >50K
 Private, HS-grad, Separated, Transport-moving, Unmarried, White, Male, Mexico, <=50K
 Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female, ?, <=50K
 Private, 11th, Married-civ-spouse, Other-service, Husband, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female, England, <=50K
 Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male, United-States, <=50K
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private, 10th, Never-married, Handlers-cleaners, Unmarried, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, Unmarried, Black, Female, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
 Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 State-gov, Masters, Separated, Prof-specialty, Unmarried, White, Female, ?, <=50K
 Private, 10th, Divorced, Other-service, Not-in-family, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, United-States, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private, Some-college, Never-married, Other-service, Other-relative, White, Female, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
 Self-emp-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, >50K
 Private, HS-grad, Widowed, Farming-fishing, Unmarried, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
 Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Unmarried, Black, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private, 11th, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, 11th, Never-married, Sales, Own-child, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female, United-States, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Female, United-States, <=50K
 Private, Some-college, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female, United-States, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male, United-States, >50K
 Private, HS-grad, Separated, Other-service, Not-in-family, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male, Ecuador, <=50K
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private, 12th, Never-married, Sales, Own-child, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
 ?, 11th, Never-married, ?, Own-child, Black, Female, Trinadad&Tobago, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
 Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 Private, 10th, Never-married, Other-service, Not-in-family, White, Male, Mexico, <=50K
 Private, Some-college, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male, United-States, <=50K
 Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female, United-States, <=50K
 Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private, Bachelors, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, Philippines, >50K
 Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
 Private, Assoc-voc, Separated, Exec-managerial, Own-child, White, Female, United-States, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male, United-States, <=50K
 ?, HS-grad, Never-married, ?, Not-in-family, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
 Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, ?, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Male, United-States, <=50K
 Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
 Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, >50K
 Private, Some-college, Separated, Craft-repair, Unmarried, White, Male, United-States, >50K
 Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, Vietnam, <=50K
 Federal-gov, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male, Mexico, <=50K
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
